city,year,category,hectares
Freising,2017,veg_area,7860.19
Freising,2018,veg_area,7939.39
Freising,2019,veg_area,7856.84
Freising,2020,veg_area,7788.82
Freising,2017,bua_area,912.61
Freising,2018,bua_area,835.58
Freising,2019,bua_area,917.21
Freising,2020,bua_area,977.59
Freising,2017,other_area,91.97
Freising,2018,other_area,89.8
Freising,2019,other_area,90.72
Freising,2020,other_area,98.36
